"지진ID","지진번호","구분","구분명","전송시각","진원시","위도 (단위:`N)","경도 (단위:`E)","규모 (리히터 기준)","진앙지","진앙지2","참고사항","수정사항","표출여부","확인시간","이벤트 파형 파일명","등록일자","지진번호(기상청)","발표차수(기상청)","내륙해역구분","남북한구분","진도분류","시도별 진도등급","행정구역별 진도등급 URL","격자별 진도등급 URL","진도 MAP 이미지 URL","진앙지도 이미지URL","행정구역별 진도등급 XML 파일명","격자별 진도등급 XML 파일명","진도 MAP 이미지명","진앙지도 이미지명","깊이 (단위:KM)"
"202300001203","","3","국외지진","202311141629","20231114160056","-4.04","87.08","6.1","남인도양 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-11-14 16:30:06.0","2023007841","","","","","","","","","","","","","","10"
"202300001195","","3","국외지진","202311110605","20231111054511","-6.16","130.09","6.1","인도네시아 암본 남동쪽 346km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-11-11 06:06:06.0","2023007788","","","","","","","","","","","","","","11"
"202300001194","","3","국외지진","202311110558","20231111055000","31.3","130.8","5","일본 가고시마현(규슈) 가고시마 남동쪽 40km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-11-11 06:00:06.0","2023007787","","","","","","","","","","","","","","110"
"202300001193","","3","국외지진","202311101923","20231110191100","45.3","151.6","6.1","일본 홋카이도 구시로 동북동쪽 631km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-11-10 19:24:06.0","2023007781","","","","","","","","","","","","","","10"
"202300001185","","3","국외지진","202311082218","20231108220206","-6.15","129.91","6.7","인도네시아 암본 남동쪽 333km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-11-08 22:20:06.0","2023007743","","","","","","","","","","","","","","10"
"202300001182","","3","국외지진","202311081415","20231108135252","-6.39","129.76","6.9","인도네시아 암본 남남동쪽 347km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-11-08 14:17:06.0","2023007738","","","","","","","","","","","","","","10"
"202300001161","","1","지진정보","202311030037","20231103002423","38.1","124.72","2.5","북한 황해남도 용연 서남서쪽 19km 해역","","자연지진으로 분석됨 지진피해 없을 것으로 예상됨","","Y","","","2023-11-03 00:38:06.0","2023007643","","","","","","","","","","","","","","12"
"202300001150","","3","국외지진","202311020625","20231102060445","-10.01","123.71","6","인도네시아 티모르섬 쿠팡 북북동쪽 21km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-11-02 06:27:06.0","2023007623","","","","","","","","","","","","","","28"
"202300001133","","3","국외지진","202310291351","20231029133208","-19.42","168.77","6","바누아투 포트빌라 남남동쪽 193km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-29 13:53:07.0","2023007534","","","","","","","","","","","","","","80"
"202300001130","","1","지진정보","202310280932","20231028083714","41.25","129.12","2.2","북한 함경북도 길주 북북서쪽 37km 지역","","자연지진으로 분석됨","","Y","","","2023-10-28 09:34:06.0","2023007522","","","","","","","","","","","","","","31"
"202300001114","","1","지진정보","202310252150","20231025214630","36.35","127.05","3.4","충남 공주시 남남서쪽 12km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2023-10-25 21:51:06.0","2023007480","","","","","","","","","","","","","","12"
"202300001107","","1","지진정보","202310240915","20231024091137","37.85","129.49","2.7","강원 동해시 북동쪽 49km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-10-25 00:14:06.0","2023007416","","","","","","","","","","","","","","31"
"202300001105","","3","국외지진","202310240816","20231024080520","23.91","122.8","6.2","대만 화롄 동쪽 127km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2023-10-25 00:14:06.0","2023007414","","","","","","","","","","","","","","6"
"202300001100","","3","국외지진","202310230447","20231023042022","23.35","117.4","5","중국 황강 남동쪽 54km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-23 04:50:07.0","2023007385","","","","","","","","","","","","","","10"
"202300001096","","1","지진정보","202310220307","20231022030409","37.86","129.52","2.1","강원 동해시 북동쪽 52km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-10-22 03:09:06.0","2023007372","","","","","","","","","","","","","","29"
"202300001090","","1","지진정보","202310201740","20231020173600","35.06","125.08","2","전남 신안군 흑산도 북서쪽 53km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-10-20 17:41:06.0","2023007356","","","","","","","","","","","","","","18"
"202300001084","","1","지진정보","202310200049","20231020003012","40.47","127.26","2.8","북한 함경남도 장진 북쪽 10km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2023-10-20 00:50:06.0","2023007326","","","","","","","","","","","","","","9"
"202300001065","","3","국외지진","202310161949","20231016194200","25.1","125.6","6","일본 오키나와현 오키나와 서남서쪽 242km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-10-16 19:51:06.0","2023007242","","","","","","","","","","","","","","40"
"202300001062","","3","국외지진","202310151256","20231015123600","34.62","62.05","6.3","아프가니스탄 헤라트 북북서쪽 33km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-15 12:58:06.0","2023007216","","","","","","","","","","","","","","8"
"202300001061","","1","지진정보","202310150946","20231015094238","37.72","125.58","2.3","북한 황해남도 옹진 남동쪽 30km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-10-15 09:48:06.0","2023007213","","","","","","","","","","","","","","12"
"202300001051","","3","국외지진","202310131310","20231013124432","-51.8","139.5","6","호주 태즈메이니아주 호바트 남남서쪽 1153km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-13 13:13:06.0","2023007188","","","","","","","","","","","","","","5"
"202300001047","","3","국외지진","202310120527","20231012050458","-52.04","139.63","6.4","호주 태즈메이니아주 호바트 남남서쪽 1170km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-12 05:29:06.0","2023007147","","","","","","","","","","","","","","12"
"202300001046","","3","국외지진","202310111945","20231011193656","23.25","121.34","5.8","대만 화롄 남남서쪽 81km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2023-10-11 19:46:06.0","2023007144","","","","","","","","","","","","","","17"
"202300001045","","1","지진정보","202310111909","20231011185813","38.76","127.63","2.2","북한 강원 회양 북북동쪽 7km 지역","","자연지진으로 분석됨 지진피해 없을 것으로 예상됨","","Y","","","2023-10-11 19:11:06.0","2023007141","","","","","","","","","","","","","","5"
"202300001043","","3","국외지진","202310110959","20231011094156","34.58","62.07","6.3","아프가니스탄 헤라트 북북서쪽 28km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-11 10:00:06.0","2023007116","","","","","","","","","","","","","","10"
"202300001041","","1","지진정보","202310110358","20231011035454","35.31","125.51","2.9","전남 신안군 흑산도 북쪽 72km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-10-11 04:00:06.0","2023007111","","","","","","","","","","","","","","12"
"202300001038","","3","국외지진","202310101934","20231010190131","-22.88","-66.22","6","아르헨티나 후후이주 산살바도르데후후이 북북서쪽 174km 지역 ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-10 19:36:06.0","2023007109","","","","","","","","","","","","","","247"
"202300001035","","1","지진정보","202310100025","20231010002028","36.18","124.42","3.1","충남 태안군 서격렬비도 서남서쪽 111km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-10-10 00:26:06.0","2023007028","","","","","","","","","","","","","","13"
"202300001033","","1","지진정보","202310092355","20231009231636","41.3","129.23","2.2","북한 함경북도 길주 북북서쪽 39km 지역","","자연지진으로 분석됨","","Y","","","2023-10-09 23:57:06.0","2023007027","","","","","","","","","","","","","","13"
"202300001026","","3","국외지진","202310071753","20231007173426","-5.6","146.13","6.7","파푸아뉴기니 마당 남동쪽 56km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-07 17:55:06.0","2023006880","","","","","","","","","","","","","","54"
"202300001025","","3","국외지진","202310071632","20231007161250","34.55","61.88","6.2","아프가니스탄 헤라트 북서쪽 37km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-07 16:34:06.0","2023006875","","","","","","","","","","","","","","10"
"202300001024","","3","국외지진","202310071557","20231007154102","34.63","61.93","6.2","아프가니스탄 헤라트 북서쪽 40km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-07 15:59:06.0","2023006872","","","","","","","","","","","","","","10"
"202300001021","","1","지진정보","202310061905","20231006182903","41.29","129.13","2.5","북한 함경북도 길주 북북서쪽 41km 지역","","자연지진으로 분석됨","","Y","","","2023-10-06 19:07:06.0","2023006857","","","","","","","","","","","","","","12"
"202300001020","","3","국외지진","202310061049","20231006103100","30","139.9","6.3","일본 시즈오카현(혼슈) 시즈오카 남남동쪽 571km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-10-06 10:51:06.0","2023006832","","","","","","","","","","","","","","10"
"202300001017","","3","국외지진","202310051117","20231005110000","29.8","139.8","6.6","일본 시즈오카현(혼슈) 시즈오카 남남동쪽 591km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-10-05 11:19:06.0","2023006810","","","","","","","","","","","","","","10"
"202300001015","","3","국외지진","202310042040","20231004202148","5.34","126.06","6.4","필리핀 제너럴산토스 남동쪽 131km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-10-04 20:42:06.0","2023006801","","","","","","","","","","","","","","122"
"202300001008","","3","국외지진","202310032048","20231003203800","30","140.8","6.3","일본 시즈오카현(혼슈) 시즈오카 남남동쪽 598km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-10-03 20:50:06.0","2023006759","","","","","","","","","","","","","","40"
"202300001000","","1","지진정보","202310010817","20231001073556","41.26","129.29","2.1","북한 함경북도 길주 북쪽 34km 지역","","자연지진으로 분석됨","","Y","","","2023-10-01 08:19:06.0","2023006464","","","","","","","","","","","","","","23"
"202300000994","","3","국외지진","202309290003","20230928234026","-15.58","167.71","6","바누아투 루간빌 동쪽 59km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-29 00:06:06.0","2023006039","","","","","","","","","","","","","","126"
"202300000988","","1","지진정보","202309270127","20230927004843","41.33","129.16","3.2","북한 함경북도 길주 북북서쪽 44km 지역","","자연지진으로 분석됨","","Y","","","2023-09-27 01:29:06.0","2023005917","","","","","","","","","","","","","","6"
"202300000971","","1","지진정보","202309221750","20230922174658","36.59","128.22","2.2","경북 문경시 동쪽 3km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2023-09-23 00:10:06.0","2023005657","","","","","","","","","","","","","","14"
"202300000968","","3","국외지진","202309220630","20230922061149","-14","167.19","6.1","바누아투 솔라 서남서쪽 41km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-23 00:10:06.0","2023005637","","","","","","","","","","","","","","188"
"202300000956","","3","국외지진","202309182230","20230918222100","26.5","125.2","6.4","일본 오키나와현 오키나와 서쪽 249km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-09-18 22:32:06.0","2023005567","","","","","","","","","","","","","","170"
"202300000945","","1","지진정보","202309160432","20230916042825","36.01","128.01","2.2","경북 김천시 남남서쪽 17km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2023-09-16 04:33:06.0","2023005525","","","","","","","","","","","","","","7"
"202300000941","","1","지진정보","202309142132","20230914212825","35.7","130.03","2.9","울산 동구 동북동쪽 60km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-09-14 21:34:06.0","2023005504","","","","","","","","","","","","","","23"
"202300000937","","3","국외지진","202309132114","20230913204915","-36.22","-97.94","6.1","칠레 볼디비아 서쪽 2193km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-13 21:17:06.0","2023005483","","","","","","","","","","","","","","10"
"202300000931","","3","국외지진","202309122024","20230912200318","19.27","121.22","6.3","필리핀 라오그 북북동쪽 136km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-12 20:27:06.0","2023005464","","","","","","","","","","","","","","41"
"202300000928","","3","국외지진","202309112212","20230911215134","1.13","127.48","6","인도네시아 테르나테 북북동쪽 39km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-11 22:14:06.0","2023005426","","","","","","","","","","","","","","163"
"202300000925","","3","국외지진","202309110012","20230911000200","29.3","129.2","5.3","일본 가고시마현(규슈) 가고시마 남남서쪽 287km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-09-11 00:13:07.0","2023005394","","","","","","","","","","","","","","30"
"202300000922","","3","국외지진","202309100004","20230909234324","0.01","119.77","6","인도네시아 팔루 북쪽 101km 해역 ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-10 00:09:06.0","2023005387","","","","","","","","","","","","","","10"
"202300000920","","3","국외지진","202309090732","20230909071101","31.11","-8.44","6.8","모로코 마라케시 남서쪽 72km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-10 00:09:06.0","2023005377","","","","","","","","","","","","","","19"
"202300000919","","3","국외지진","202309090235","20230909022800","29.6","128.5","5","일본 가고시마현(규슈) 가고시마 남서쪽 297km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-09-10 00:09:06.0","2023005372","","","","","","","","","","","","","","20"
"202300000915","","1","지진정보","202309080550","20230908051201","41.32","129.17","2.3","북한 함경북도 길주 북북서쪽 43km 지역","","자연지진으로 분석됨","","Y","","","2023-09-08 05:52:07.0","2023005351","","","","","","","","","","","","","","19"
"202300000914","","1","지진정보","202309080459","20230908040116","41.3","129.23","2.1","북한 함경북도 길주 북북서쪽 39km 지역","","자연지진으로 분석됨","","Y","","","2023-09-08 05:00:06.0","2023005349","","","","","","","","","","","","","","24"
"202300000913","","1","지진정보","202309080417","20230908032948","41.29","129.24","2.2","북한 함경북도 길주 북쪽 38km 지역","","자연지진으로 분석됨","","Y","","","2023-09-08 04:18:06.0","2023005347","","","","","","","","","","","","","","17"
"202300000909","","3","국외지진","202309070906","20230907084805","-30.28","-71.54","6.2","칠레 코킴보 남남서쪽 41km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-07 09:08:06.0","2023005324","","","","","","","","","","","","","","41"
"202300000903","","3","국외지진","202309051842","20230905183041","23.53","120.39","5.5","대만 카오슝 북쪽 101km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2023-09-05 18:44:06.0","2023005292","","","","","","","","","","","","","","9"
"202300000894","","1","지진정보","202309022148","20230902205433","41.28","129.15","2.5","북한 함경북도 길주 북북서쪽 39km 지역","","자연지진으로 분석됨","","Y","","","2023-09-02 21:49:06.0","2023005243","","","","","","","","","","","","","","15"
"202300000889","","3","국외지진","202309020612","20230902054954","50.7","156.32","6.1","러시아 세베로쿠릴스크 동북동쪽 13km 지역 ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-09-02 06:14:06.0","2023005228","","","","","","","","","","","","","","141"
"202300000875","","3","국외지진","202308290522","20230829045532","-6.78","116.57","7.1","인도네시아 마타람 북북동쪽 207km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-08-29 05:24:06.0","2023005149","","","","","","","","","","","","","","516"
"202300000867","","1","지진정보","202308260129","20230826012533","35.98","128.14","2.1","경북 김천시 남쪽 18km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2023-08-26 01:30:06.0","2023005050","","","","","","","","","","","","","","9"
"202300000859","","3","국외지진","202308232343","20230823232243","-26.92","-63.34","6.2","아르헨티나 산티아고 델 에스테로 북동쪽 133km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-08-23 23:45:06.0","2023005020","","","","","","","","","","","","","","569"
"202300000850","","1","지진정보","202308201945","20230820194114","37.75","130.34","2.6","경북 울릉군 울릉도 서북서쪽 58km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-08-20 19:47:06.0","2023004860","","","","","","","","","","","","","",""
"202300000846","","3","국외지진","202308190340","20230819033300","42.4","143.1","5.1","일본 홋카이도 구시로 서남서쪽 123km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-08-19 03:41:06.0","2023004833","","","","","","","","","","","","","","50"
"202300000843","","3","국외지진","202308180230","20230818020449","4.42","-73.51","6.3","콜롬비아 비야비센시오 북북동쪽 34km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-08-18 02:32:06.0","2023004797","","","","","","","","","","","","","","10"
"202300000842","","3","국외지진","202308180217","20230818014102","-0.31","-19.57","6","대서양 중앙 해령","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-08-18 02:19:07.0","2023004796","","","","","","","","","","","","","","10"
"202300000837","","3","국외지진","202308162205","20230816214740","-13.88","167.16","6.5","바누아투 솔라 서쪽 42km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-08-16 22:07:06.0","2023004770","","","","","","","","","","","","","","193"
"202300000832","","3","국외지진","202308142313","20230814225154","13.38","147.54","6.1","괌 하갓냐 동쪽 300km 해역 ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-08-14 23:15:06.0","2023004720","","","","","","","","","","","","","","10"
"202300000827","","1","지진정보","202308130839","20230813075500","41.31","129.16","2.3","북한 함경북도 길주 북북서쪽 42km 지역","","자연지진으로 분석됨","","Y","","","2023-08-13 08:40:06.0","2023004654","","","","","","","","","","","","","","5"
"202300000825","","1","지진정보","202308130359","20230813031337","41.3","129.19","2.7","북한 함경북도 길주 북북서쪽 40km 지역","","자연지진으로 분석됨","","Y","","","2023-08-13 04:00:06.0","2023004650","","","","","","","","","","","","","","15"
"202300000801","","1","지진정보","202308070019","20230807001530","34.57","127.29","2.2","전남 고흥군 남남동쪽 4km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2023-08-07 00:21:07.0","2023004510","","","","","","","","","","","","","","21"
"202300000797","","3","국외지진","202308060404","20230806033300","37.16","116.34","5.5","중국 산둥성 더저우시 남쪽 30km 지역","","국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.","","Y","","","2023-08-06 04:06:06.0","2023004507","","","","","","","","","","","","","","10"
"202300000795","","3","국외지진","202308051637","20230805162007","-28.21","-63.19","6.2","아르헨티나 산티아고 델 에스테로 동남동쪽 115km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-08-05 16:39:06.0","2023004497","","","","","","","","","","","","","","598"
"202300000790","","1","지진정보","202308040311","20230804030731","33.73","127.22","2.1","전남 여수시 거문도 남남서쪽 34km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-08-04 03:13:06.0","2023004463","","","","","","","","","","","","","","22"
"202300000772","","1","지진정보","202307291913","20230729190759","35.8","127.53","3.5","전북 장수군 북쪽 17km 지역","","위의 정보는 2023년 7월 29일 19시 08분에 발표한 지진속보를 수동으로 분석한 상세정보임. 향후, 여진 등에 대한 정보를 참고하시기 바람. 지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2023-07-29 19:14:06.0","2023004355","","","","","","","","","","","","","","6"
"202300000771","","5","지진속보","202307291908","20230729190759","35.81","127.53","4.1","전북 장수군 북쪽 18km 지역","","위 정보는 이동속도가 빠른 지진파(P파)만을 이용하여 자동 추정한 정보임. 수동으로 분석한 정보는 지진정보로 추가 발표할 예정임","","Y","","","2023-07-29 19:09:07.0","2023004355","","","","","","","","","","","","","",""
"202300000768","","1","지진정보","202307281405","20230728131643","41.31","129.23","2","북한 함경북도 길주 북북서쪽 40km 지역","","자연지진으로 분석됨","","Y","","","2023-07-28 14:07:06.0","2023004333","","","","","","","","","","","","","","17"
"202300000763","","3","국외지진","202307262201","20230726214435","-14.76","167.91","6.4","바누아투 포트 올리 동북동쪽 95km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-07-26 22:03:06.0","2023004297","","","","","","","","","","","","","","10"
"202300000762","","3","국외지진","202307262148","20230726213700","36.5","132.7","4.5","일본 시마네현(혼슈) 마쓰에 북북서쪽 119km 해역","","국내 일부지역에서 지진동을 느낄수 있음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-07-26 21:50:06.0","2023004294","","","","","","","","","","","","","","10"
"202300000752","","3","국외지진","202307241215","20230724114958","-24.18","178.76","6","피지 수바 남쪽 673km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-07-24 12:17:06.0","2023004231","","","","","","","","","","","","","","553"
"202300000734","","3","국외지진","202307190942","20230719092207","12.81","-88.13","6.5","엘살바도르 산미겔 남쪽 75km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-07-19 09:44:06.0","2023004129","","","","","","","","","","","","","","70"
"202300000728","","3","국외지진","202307171228","20230717120510","-38.19","-70.37","6.6","아르헨티나 네우켄 북서쪽 220km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-07-18 00:02:06.0","2023004106","","","","","","","","","","","","","","171"
"202300000726","","1","지진정보","202307171040","20230717103710","35.31","128.58","2.4","경남 함안군 동북동쪽 16km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2023-07-18 00:02:06.0","2023004101","","","","","","","","","","","","","","13"
"202300000716","","3","국외지진","202307141856","20230714182901","15.03","-93.88","6.3","멕시코 타파출라 서쪽 175km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-07-14 18:57:06.0","2023004077","","","","","","","","","","","","","","35"
"202300000700","","3","국외지진","202307100731","20230710071133","24.04","121.57","5.2","대만 화롄 북쪽 10km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2023-07-10 07:33:06.0","2023003978","","","","","","","","","","","","","","15"
"202300000684","","1","지진정보","202307050148","20230705010238","41.27","129.21","2.1","북한 함경북도 길주 북북서쪽 36km 지역","","자연지진으로 분석됨","","Y","","","2023-07-05 01:50:06.0","2023003882","","","","","","","","","","","","","","15"
"202300000679","","1","지진정보","202307031043","20230703100438","41.3","129.12","3.3","북한 함경북도 길주 북북서쪽 42km 지역","","자연지진으로 분석됨","","Y","","","2023-07-04 00:00:06.0","2023003831","","","","","","","","","","","","","","14"
"202300000659","","3","국외지진","202306280857","20230628083821","42.09","134.06","5.8","러시아 블라디보스크 동남동쪽 207km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-06-28 08:58:06.0","2023003747","","","","","","","","","","","","","","443"
"202300000650","","1","지진정보","202306251239","20230625115514","41.32","129.21","2.4","북한 함경북도 길주 북북서쪽 42km 지역","","자연지진으로 분석됨","","Y","","","2023-06-25 12:40:06.0","2023003698","","","","","","","","","","","","","","17"
"202300000639","","3","국외지진","202306221032","20230622102400","26.4","127.9","5.2","일본 오키나와현 오키나와 북동쪽 30km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-06-22 10:33:06.0","2023003627","","","","","","","","","","","","","","40"
"202300000625","","1","지진정보","202306190020","20230618233916","41.28","129.19","2.3","북한 함경북도 길주 북북서쪽 38km 지역","","자연지진으로 분석됨","","Y","","","2023-06-19 00:21:06.0","2023003522","","","","","","","","","","","","","","17"
"202300000611","","3","국외지진","202306151145","20230615111925","13.8","120.71","6.2","필리핀 바탕가스 서쪽 38km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-06-15 11:47:06.0","2023003421","","","","","","","","","","","","","","124"
"202300000605","","1","지진정보","202306131426","20230613142307","35.07","128.5","2","경남 창원시 마산합포구 남남서쪽 15km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2023-06-13 14:27:06.0","2023003369","","","","","","","","","","","","","","21"
"202300000599","","3","국외지진","202306111902","20230611185500","42.5","142","6.2","일본 홋카이도 삿포로 남동쪽 82km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-06-11 19:04:06.0","2023003300","","","","","","","","","","","","","","140"
"202300000593","","3","국외지진","202306101442","20230610143154","22.86","120.7","5.3","대만 카오슝 북동쪽 47km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2023-06-10 14:43:06.0","2023003280","","","","","","","","","","","","","","10"
"202300000586","","1","지진정보","202306071632","20230607153005","41.31","129.16","2.1","북한 함경북도 길주 북북서쪽 42km 지역","","자연지진으로 분석됨","","Y","","","2023-06-07 16:33:06.0","2023003198","","","","","","","","","","","","","","22"
"202300000579","","1","지진정보","202306051245","20230605124218","35.77","127.18","2.1","전북 완주군 남쪽 15km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2023-06-05 12:46:06.0","2023003143","","","","","","","","","","","","","","5"
"202300000564","","3","국외지진","202305311156","20230531112121","-49.6","163.92","6.2","뉴질랜드 더니든 남서쪽 643km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-05-31 11:58:07.0","2023003018","","","","","","","","","","","","","",""
"202300000549","","3","국외지진","202305261909","20230526190300","35.6","140.7","6.2","일본 지바현(혼슈) 지바 동쪽 54km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-05-26 19:11:06.0","2023002935","","","","","","","","","","","","","","50"
"202300000547","","1","지진정보","202305252310","20230525222740","41.23","129.35","2.4","북한 함경북도 길주 북쪽 31km 지역","","자연지진으로 분석됨","","Y","","","2023-05-25 23:11:06.0","2023002898","","","","","","","","","","","","","","28"
"202300000545","","3","국외지진","202305251225","20230525120533","8.89","-77.12","6.6","콜롬비아 몬테리아 서쪽 137km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-05-25 12:27:06.0","2023002882","","","","","","","","","","","","","","10"
"202300000543","","3","국외지진","202305250111","20230525004934","-6.98","129.53","6.2","인도네시아 암본 남남동쪽 395km ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2023-05-25 01:14:06.0","2023002860","","","","","","","","","","","","","","167"
"202300000534","","3","국외지진","202305220728","20230522072000","29.8","129.5","5.4","일본 가고시마현(규슈) 가고시마 남남서쪽 224km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2023-05-22 07:29:06.0","2023002777","","","","","","","","","","","","","","190"
